person_age,person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
28,68004,1,1.0,3.0,15000,13.16,0,0.22,1,7,0,0,0,1,0
34,56000,1,16.0,1.0,5000,8.9,0,0.09,0,5,0,0,0,0,0
32,35000,2,11.0,3.0,4000,13.61,0,0.11,0,6,0,0,0,0,0
27,65000,1,0.0,2.0,12000,10.99,0,0.18,0,7,0,1,0,0,0
30,51372,1,4.0,1.0,4500,6.39,0,0.09,0,10,0,0,1,0,0
31,95000,1,2.0,3.0,2500,13.72,0,0.03,1,10,1,0,0,0,0
30,42000,1,0.0,2.0,2250,8.88,0,0.05,0,7,1,0,0,0,0
27,25000,1,4.0,4.0,8000,14.84,1,0.32,0,5,0,0,0,0,0
28,110004,2,2.0,2.0,15000,10.99,0,0.14,0,5,1,0,0,0,0
30,69996,1,0.0,2.0,2000,10.65,0,0.03,0,10,0,0,0,1,0
28,30000,1,4.0,2.0,3900,11.99,0,0.13,0,9,1,0,0,0,0
35,17280,1,6.0,4.0,7200,12.36,1,0.42,0,5,1,0,0,0,0
29,33000,1,6.0,1.0,5000,8.9,0,0.15,0,8,0,0,0,0,1
27,42000,1,6.0,3.0,3000,10.99,0,0.07,0,8,0,0,0,0,1
32,83196,1,1.0,2.0,9350,10.99,0,0.11,0,6,1,0,0,0,0
27,70000,1,4.0,2.0,20000,11.48,0,0.29,0,8,0,0,0,1,0
27,31200,2,1.0,2.0,12300,12.53,0,0.39,0,8,0,1,0,0,0
28,24000,2,2.0,1.0,1500,7.14,0,0.06,0,6,0,0,0,1,0
33,36500,2,4.0,1.0,8500,10.99,0,0.23,0,8,0,0,0,1,0
27,30996,1,1.0,4.0,2600,14.74,1,0.08,0,5,0,0,1,0,0
28,30000,1,2.0,1.0,12000,5.42,1,0.4,0,6,0,0,0,0,0
35,31000,2,9.0,3.0,15000,13.16,0,0.48,1,9,0,0,0,0,1
27,110000,1,5.0,2.0,18000,9.91,0,0.16,0,5,0,0,1,0,0
28,30000,1,13.0,2.0,14800,11.14,1,0.49,0,7,0,0,1,0,0
27,88000,1,11.0,1.0,9000,6.91,0,0.1,0,8,0,0,0,0,1
34,33666,1,4.0,4.0,8000,17.49,1,0.24,1,5,0,0,0,0,0
32,35000,1,2.0,2.0,5500,11.49,0,0.16,0,5,0,0,0,1,0
28,40000,1,6.0,3.0,10500,14.27,0,0.26,0,6,1,0,0,0,0
31,20500,2,4.0,1.0,1000,6.76,0,0.05,0,5,0,0,0,0,0
34,35000,1,9.0,1.0,8000,10.99,0,0.23,0,10,1,0,0,0,0
28,25000,1,1.0,2.0,12000,9.83,1,0.48,0,6,1,0,0,0,0
27,51000,0,11.0,1.0,18000,7.49,0,0.35,0,6,0,0,0,0,1
29,54000,2,8.0,4.0,14800,15.31,1,0.27,1,5,0,0,0,0,1
27,43200,1,4.0,1.0,10000,7.49,0,0.23,0,6,0,0,1,0,0
31,62000,2,4.0,1.0,6550,5.79,0,0.11,0,10,0,0,1,0,0
30,54000,2,3.0,3.0,5000,12.61,1,0.09,0,9,0,0,0,0,0
35,30000,1,0.0,2.0,3000,10.65,0,0.1,0,8,0,0,0,0,1
28,56000,1,7.0,6.0,20000,18.25,1,0.36,1,10,0,0,0,0,0
28,39000,1,6.0,4.0,3600,16.29,1,0.09,0,8,0,0,1,0,0
31,30372,1,2.0,4.0,20200,14.74,1,0.67,0,8,0,0,0,1,0
27,44000,2,3.0,3.0,6400,13.85,0,0.15,0,10,1,0,0,0,0
33,59450,2,1.0,2.0,3000,10.38,0,0.05,0,5,0,0,0,1,0
30,138000,2,3.0,5.0,23975,17.93,1,0.17,1,6,1,0,0,0,0
33,40000,1,17.0,4.0,11175,14.96,0,0.28,1,5,1,0,0,0,0
28,100000,2,3.0,3.0,8000,13.98,0,0.08,1,6,1,0,0,0,0
29,120000,0,11.0,4.0,5000,14.09,0,0.04,1,5,0,0,0,1,0
32,120000,2,13.0,2.0,2000,10.99,0,0.02,0,10,1,0,0,0,0
33,125000,2,2.0,1.0,20000,7.88,0,0.16,0,7,0,0,0,0,0
33,135000,0,0.0,1.0,6275,6.91,0,0.05,0,7,0,1,0,0,0
30,135000,1,4.0,4.0,25000,15.21,0,0.19,0,9,0,0,0,0,1
34,75500,1,0.0,4.0,19200,16.77,1,0.25,1,7,1,0,0,0,0
29,24960,1,13.0,1.0,4000,5.42,0,0.16,0,10,0,0,0,0,0
27,136000,2,3.0,1.0,5000,6.17,0,0.04,0,6,0,0,0,1,0
29,98850,1,6.0,1.0,12500,10.99,0,0.13,0,10,0,0,0,0,0
29,48000,2,8.0,1.0,4500,5.42,0,0.09,0,7,0,0,1,0,0
27,60000,1,1.0,3.0,10000,13.22,0,0.17,0,7,0,0,0,0,1
33,63996,2,15.0,1.0,3200,5.42,0,0.05,0,8,1,0,0,0,0
33,75000,2,17.0,3.0,12000,10.99,0,0.16,1,10,1,0,0,0,0
31,78000,2,0.0,1.0,5000,10.99,1,0.06,0,7,0,0,0,0,0
28,69000,2,5.0,4.0,20000,14.91,1,0.29,1,5,0,0,0,0,0
27,24000,1,0.0,2.0,2800,10.95,0,0.12,0,10,0,0,0,0,1
31,85000,1,1.0,1.0,18500,7.51,1,0.18,0,7,0,0,1,0,0
33,123000,1,5.0,2.0,12000,11.83,0,0.1,0,10,1,0,0,0,0
28,24000,1,8.0,2.0,8875,10.65,1,0.37,0,7,1,0,0,0,0
27,19200,2,3.0,4.0,1400,16.77,1,0.07,1,6,0,0,0,0,0
28,52000,2,10.0,1.0,13600,7.88,0,0.26,0,5,0,0,0,0,0
27,49000,1,11.0,2.0,4000,10.59,0,0.08,0,5,0,0,0,0,1
35,40000,0,0.0,1.0,5000,6.92,0,0.13,0,7,0,0,1,0,0
27,44004,2,2.0,1.0,10000,6.92,0,0.23,0,6,0,0,1,0,0
28,50000,2,1.0,1.0,8000,5.99,0,0.16,0,6,0,0,0,1,0
29,61455,2,1.0,6.0,10000,18.09,1,0.14,0,9,0,0,1,0,0
27,20000,1,0.0,2.0,8000,11.89,1,0.4,0,6,0,0,0,0,1
29,40000,2,8.0,1.0,8000,8.59,0,0.2,0,9,0,0,0,0,0
30,54000,1,2.0,5.0,5000,15.13,1,0.09,0,7,0,1,0,0,0
29,48000,1,13.0,1.0,10000,7.51,0,0.21,0,10,0,0,0,0,1
35,90000,1,3.0,2.0,11000,11.99,0,0.12,0,10,0,0,0,0,0
28,38000,1,12.0,1.0,3200,9.63,0,0.08,0,9,0,0,0,1,0
29,32400,2,2.0,2.0,10625,10.99,0,0.33,0,8,0,0,0,0,0
27,98004,1,8.0,1.0,10000,6.54,0,0.1,0,7,0,0,0,0,1
30,9600,1,1.0,3.0,1500,12.73,1,0.16,1,9,0,0,0,0,0
31,60000,1,4.0,1.0,25000,8.9,1,0.42,0,7,1,0,0,0,0
30,50000,1,2.0,3.0,2000,14.79,0,0.04,1,6,0,0,0,0,0
29,72000,1,13.0,3.0,15900,13.04,0,0.22,0,10,0,0,0,0,0
27,60000,1,11.0,2.0,1800,11.46,0,0.03,0,8,1,0,0,0,0
30,120000,2,15.0,1.0,11000,6.03,0,0.09,0,9,1,0,0,0,0
29,92004,2,12.0,2.0,10000,9.63,0,0.11,0,9,0,0,1,0,0
31,24000,1,3.0,1.0,6000,8.49,0,0.25,0,5,1,0,0,0,0
31,78000,1,1.0,1.0,14000,9.63,0,0.18,0,5,1,0,0,0,0
33,50000,1,1.0,1.0,9000,7.51,0,0.18,0,9,0,1,0,0,0
30,78000,2,1.0,3.0,26000,15.96,0,0.33,1,5,0,0,1,0,0
28,55000,0,13.0,1.0,18000,7.9,0,0.33,0,10,0,0,1,0,0
29,92000,2,8.0,2.0,10000,11.26,0,0.11,0,8,1,0,0,0,0
27,35000,1,3.0,2.0,10000,9.88,0,0.29,0,9,1,0,0,0,0
29,89849,2,13.0,3.0,6000,13.98,0,0.07,1,10,0,0,0,1,0
31,56000,2,4.0,1.0,8000,8.59,0,0.14,0,6,0,0,1,0,0
34,30144,2,3.0,3.0,18000,12.84,0,0.6,1,5,0,0,0,0,0
32,48000,1,15.0,1.0,3600,6.92,0,0.07,0,6,0,0,0,0,1
28,48000,2,13.0,3.0,5000,15.27,1,0.1,1,8,0,0,1,0,0
34,48989,0,10.0,1.0,2400,7.14,0,0.05,0,7,0,1,0,0,0
27,57240,0,4.0,2.0,15000,11.99,0,0.26,0,10,0,0,1,0,0
28,60000,2,6.0,2.0,15000,11.99,0,0.25,0,5,1,0,0,0,0
35,24960,1,6.0,1.0,1400,8.49,0,0.06,0,7,0,0,0,0,1
29,47133,1,5.0,2.0,5100,11.86,0,0.11,0,7,0,0,1,0,0
33,39504,2,17.0,1.0,3000,7.37,0,0.08,0,9,0,0,0,1,0
28,60000,1,12.0,1.0,4600,7.88,0,0.08,0,8,0,0,0,0,0
27,34152,1,5.0,3.0,5000,13.79,0,0.15,1,9,1,0,0,0,0
29,30000,2,3.0,1.0,6000,5.79,0,0.2,0,6,0,1,0,0,0
28,48000,1,7.0,3.0,4000,14.35,0,0.08,0,10,0,0,0,1,0
29,74000,1,3.0,3.0,16000,13.11,1,0.22,1,6,1,0,0,0,0
29,89520,0,13.0,3.0,8000,13.23,0,0.09,1,5,1,0,0,0,0
28,64600,2,12.0,1.0,5000,8.94,1,0.07,0,9,0,0,1,0,0
32,75000,2,2.0,4.0,2000,15.65,0,0.03,1,10,0,0,0,0,1
29,18000,1,4.0,2.0,6400,10.37,1,0.36,0,6,0,0,0,0,0
29,48712,2,13.0,1.0,11050,5.42,0,0.23,0,6,0,0,0,0,1
31,124992,2,15.0,1.0,24000,8.49,0,0.19,0,7,0,0,0,0,1
27,44000,2,0.0,3.0,6000,13.23,1,0.14,1,6,1,0,0,0,0
27,44000,1,5.0,2.0,13650,10.65,1,0.31,0,7,1,0,0,0,0
30,24000,2,4.0,1.0,7000,6.62,0,0.29,0,9,0,0,1,0,0
31,54000,2,12.0,1.0,15000,8.49,1,0.28,0,5,0,1,0,0,0
27,132000,1,6.0,3.0,20000,12.73,0,0.15,0,10,0,0,0,0,0
33,24000,1,6.0,1.0,10000,8.9,1,0.42,0,10,0,0,1,0,0
27,49000,2,11.0,2.0,8500,10.59,0,0.17,0,10,0,0,1,0,0
33,120999,2,7.0,3.0,15200,13.61,0,0.13,1,7,0,0,0,0,0
34,60000,1,14.0,3.0,10000,13.57,0,0.17,0,6,0,0,1,0,0
28,56100,1,12.0,1.0,8400,7.51,1,0.13,0,10,0,0,1,0,0
27,84000,1,7.0,3.0,12000,13.16,0,0.14,0,5,0,0,1,0,0
31,69000,1,12.0,1.0,16000,5.99,0,0.23,0,9,0,1,0,0,0
29,44000,1,14.0,2.0,16000,10.99,1,0.36,0,8,1,0,0,0,0
31,50000,2,7.0,1.0,4800,6.03,0,0.1,0,7,0,0,0,0,0
31,20000,0,3.0,2.0,5000,11.83,0,0.25,0,7,0,0,0,1,0
27,64000,1,2.0,3.0,5000,12.99,0,0.08,0,8,0,0,0,0,0
30,96000,2,8.0,2.0,17000,10.62,0,0.18,0,10,0,1,0,0,0
29,118374,2,13.0,3.0,3500,13.49,0,0.03,0,5,0,1,0,0,0
32,100000,1,7.0,3.0,14400,13.35,0,0.14,0,5,0,0,0,0,0
28,115000,2,3.0,1.0,18500,10.99,0,0.16,0,9,1,0,0,0,0
30,49000,1,2.0,4.0,5000,15.31,1,0.1,0,7,0,0,0,1,0
27,78200,0,4.0,5.0,35000,17.99,1,0.38,1,7,0,0,1,0,0
31,96000,2,4.0,1.0,9600,5.99,0,0.1,0,5,0,0,1,0,0
31,58000,2,15.0,1.0,8875,10.99,0,0.15,0,5,0,1,0,0,0
29,97000,0,3.0,2.0,12000,11.83,0,0.12,0,7,0,0,1,0,0
27,69000,2,3.0,2.0,4000,11.49,1,0.06,0,8,1,0,0,0,0
34,73000,2,7.0,1.0,20675,10.99,0,0.28,0,9,0,0,0,1,0
28,21000,1,6.0,1.0,6250,7.9,0,0.3,0,8,0,0,0,0,0
29,69000,0,11.0,2.0,6000,11.12,0,0.09,0,8,0,0,1,0,0
33,37440,1,5.0,2.0,4400,11.71,0,0.12,0,8,0,0,0,1,0
30,60000,0,11.0,1.0,20000,6.17,0,0.33,0,9,1,0,0,0,0
27,61200,2,11.0,2.0,5000,11.86,1,0.07,0,5,0,0,1,0,0
33,81000,2,2.0,2.0,7500,10.08,0,0.09,0,9,0,0,0,0,1
34,30000,1,5.0,1.0,4200,5.79,0,0.14,0,8,0,0,1,0,0
30,50000,0,3.0,1.0,5000,5.99,0,0.1,0,10,0,1,0,0,0
33,54000,1,15.0,2.0,10000,10.99,0,0.19,0,6,0,0,0,1,0
33,87000,2,1.0,4.0,5000,14.96,0,0.06,0,6,0,0,0,1,0
27,82500,2,3.0,1.0,11100,8.94,0,0.13,0,7,0,0,0,0,0
28,62040,1,0.0,3.0,13400,13.06,0,0.22,1,6,0,0,0,0,0
33,44000,1,3.0,2.0,2725,12.18,1,0.06,0,6,0,0,1,0,0
35,28080,1,3.0,3.0,9600,13.57,1,0.34,0,6,0,0,0,0,0
34,60353,1,13.0,2.0,8500,10.65,0,0.14,0,8,0,0,0,1,0
28,66000,2,2.0,1.0,6500,5.79,0,0.1,0,9,0,0,0,0,1
32,29100,2,3.0,4.0,10000,15.95,1,0.34,1,9,0,0,1,0,0
34,40000,1,2.0,2.0,5000,12.53,0,0.13,0,5,1,0,0,0,0
28,62352,2,3.0,1.0,3800,6.62,0,0.06,0,6,1,0,0,0,0
34,30636,1,4.0,2.0,10000,10.37,1,0.33,0,10,0,0,0,0,0
32,29500,2,4.0,2.0,7000,10.0,1,0.24,0,7,1,0,0,0,0
31,30000,1,0.0,4.0,6600,16.49,1,0.22,1,6,0,0,0,0,1
31,77000,2,4.0,3.0,10000,14.65,0,0.13,0,6,0,1,0,0,0
28,48715,1,2.0,3.0,12000,12.87,0,0.25,1,5,0,0,0,0,0
28,79536,2,12.0,1.0,16425,7.9,0,0.21,0,10,0,0,0,1,0
28,80000,2,13.0,2.0,21000,11.36,0,0.26,0,10,1,0,0,0,0
28,75000,2,12.0,3.0,15250,11.34,0,0.2,1,7,0,0,0,0,0
30,30809,1,1.0,2.0,11200,11.99,1,0.36,0,8,0,0,1,0,0
35,53500,2,3.0,2.0,10000,9.91,0,0.19,0,9,0,1,0,0,0
30,55536,2,14.0,3.0,1000,10.99,0,0.02,0,7,0,0,1,0,0
28,48000,1,4.0,4.0,2000,14.96,0,0.04,0,5,0,0,0,0,1
35,48000,1,6.0,1.0,17000,7.88,1,0.35,0,8,1,0,0,0,0
33,53000,1,6.0,2.0,2500,9.99,0,0.05,0,7,0,0,0,0,0
35,32900,1,4.0,3.0,4800,13.23,1,0.15,1,8,0,1,0,0,0
34,135000,1,6.0,5.0,20000,17.74,0,0.15,1,5,0,0,0,0,1
33,115000,2,10.0,2.0,25000,11.86,0,0.22,0,10,0,0,0,1,0
29,68004,1,3.0,2.0,18000,10.0,0,0.26,0,10,0,0,1,0,0
27,38000,2,3.0,2.0,4500,9.99,0,0.12,0,7,0,0,0,0,1
28,82500,1,4.0,5.0,11000,16.35,0,0.13,0,8,0,0,0,0,1
29,48000,1,4.0,2.0,10000,10.62,0,0.21,0,10,0,0,0,0,1
31,24000,1,2.0,1.0,3000,7.49,0,0.13,0,8,0,0,0,1,0
30,39000,1,1.0,1.0,2300,8.59,0,0.06,0,6,0,0,1,0,0
32,106000,2,3.0,1.0,10000,10.99,0,0.09,0,9,0,0,0,0,1
29,92000,2,8.0,1.0,12000,6.62,0,0.13,0,8,0,1,0,0,0
30,46044,1,4.0,2.0,5000,10.99,0,0.11,0,7,0,0,0,0,1
35,123000,1,2.0,5.0,25000,17.19,1,0.2,0,6,0,1,0,0,0
28,53544,1,12.0,3.0,1800,10.99,0,0.03,1,8,0,0,1,0,0
35,66000,2,4.0,1.0,3000,6.03,0,0.05,0,10,1,0,0,0,0
28,64000,1,1.0,3.0,10000,11.66,0,0.16,0,5,0,0,0,1,0
29,42000,1,6.0,3.0,18000,14.65,1,0.43,1,8,0,0,0,0,1
33,140000,2,14.0,1.0,9600,6.91,0,0.07,0,5,0,0,0,0,0
32,43625,1,2.0,2.0,1500,10.99,0,0.03,0,10,0,0,0,1,0
34,35100,2,16.0,3.0,9000,13.47,0,0.26,0,8,1,0,0,0,0
34,50000,2,11.0,1.0,4000,8.9,0,0.08,0,7,0,0,0,0,0
34,51621,2,5.0,2.0,3500,11.49,0,0.07,0,7,0,1,0,0,0
28,61000,2,12.0,1.0,12000,6.03,0,0.2,0,5,0,0,0,1,0
32,50000,1,3.0,3.0,2500,13.49,0,0.05,0,10,0,0,1,0,0
28,48996,1,8.0,4.0,15000,14.09,1,0.31,1,5,0,0,1,0,0
34,75000,2,3.0,1.0,3000,7.9,0,0.04,0,8,0,0,0,0,1
31,51500,1,6.0,4.0,19000,14.83,1,0.37,0,10,0,1,0,0,0
28,105000,1,0.0,5.0,20000,10.99,1,0.19,0,7,0,0,0,0,1
29,48000,2,3.0,3.0,17375,14.27,0,0.36,1,10,0,0,0,0,1
31,111000,2,3.0,1.0,5150,6.62,0,0.05,0,7,0,0,0,1,0
29,83000,2,13.0,1.0,7500,8.9,0,0.09,0,6,0,0,0,0,0
27,69996,1,3.0,4.0,10800,14.91,0,0.15,0,6,0,1,0,0,0
34,45000,2,1.0,2.0,12000,11.86,0,0.27,0,5,0,0,0,0,0
31,16656,2,4.0,3.0,2400,14.72,1,0.14,1,5,1,0,0,0,0
34,30000,1,2.0,1.0,12000,8.9,1,0.4,0,7,0,0,0,0,0
34,109200,2,18.0,3.0,6000,12.23,0,0.05,1,5,1,0,0,0,0
27,75288,2,12.0,2.0,18050,10.0,0,0.24,0,7,0,0,1,0,0
28,84800,1,4.0,2.0,9000,10.99,0,0.11,0,7,0,0,0,0,1
29,40000,1,1.0,1.0,3600,8.59,0,0.09,0,5,0,0,0,0,0
32,37000,1,4.0,2.0,6000,10.36,0,0.16,0,8,0,0,1,0,0
28,59000,2,2.0,2.0,14000,10.36,0,0.24,0,7,0,0,0,0,1
34,52809,1,18.0,2.0,13000,10.62,0,0.25,0,8,0,0,0,0,0
32,40000,2,16.0,1.0,16000,5.99,0,0.4,0,9,0,0,1,0,0
31,79100,2,4.0,1.0,19150,6.99,0,0.24,0,6,1,0,0,0,0
32,99996,2,16.0,1.0,7000,7.14,0,0.07,0,10,0,0,0,0,0
30,78000,1,10.0,4.0,15000,14.96,1,0.19,0,9,0,0,0,0,0
31,99000,1,15.0,3.0,12000,14.26,0,0.12,0,10,0,1,0,0,0
29,28800,1,1.0,1.0,1400,7.9,0,0.05,0,8,0,0,0,1,0
29,65000,2,7.0,2.0,7000,10.99,0,0.11,0,5,0,0,1,0,0
32,54000,2,2.0,2.0,7125,9.99,1,0.13,0,6,0,1,0,0,0
33,90000,2,4.0,3.0,12000,12.98,0,0.13,0,5,1,0,0,0,0
29,28000,1,2.0,4.0,5000,16.07,1,0.18,0,8,0,0,0,1,0
30,42000,0,4.0,3.0,4000,15.23,0,0.1,1,5,0,0,1,0,0
30,44760,1,1.0,2.0,3300,11.71,0,0.07,0,5,0,0,1,0,0
27,62900,1,7.0,4.0,24250,15.31,1,0.33,0,6,0,0,1,0,0
28,65000,1,2.0,3.0,7200,13.98,0,0.11,1,5,0,1,0,0,0
28,20000,1,2.0,3.0,4000,13.11,1,0.2,0,5,0,0,0,0,1
29,19200,1,1.0,1.0,2000,5.99,1,0.1,0,6,0,0,0,0,0
28,30000,2,5.0,1.0,15000,10.99,0,0.5,0,8,0,1,0,0,0
35,54000,0,4.0,1.0,6000,6.62,0,0.11,0,5,0,0,1,0,0
30,85000,1,4.0,1.0,10000,6.62,0,0.12,0,6,0,0,1,0,0
31,100000,2,0.0,1.0,15000,9.63,0,0.15,0,5,0,1,0,0,0
28,40000,0,2.0,1.0,3600,6.99,0,0.09,0,10,0,0,1,0,0
34,54072,2,12.0,2.0,7000,11.89,0,0.13,0,9,0,0,1,0,0
30,45000,1,2.0,1.0,13250,7.9,0,0.29,0,9,1,0,0,0,0
29,33000,2,5.0,2.0,4200,11.36,0,0.13,0,6,0,0,0,0,1
28,108000,2,4.0,3.0,5000,12.87,0,0.05,0,8,0,0,0,0,1
28,30000,2,8.0,1.0,3000,7.29,0,0.1,0,7,0,0,0,0,0
30,48996,1,1.0,5.0,10000,15.45,1,0.2,0,8,0,1,0,0,0
28,37090,1,2.0,2.0,3000,11.12,0,0.08,0,5,0,0,0,0,0
32,115000,1,2.0,2.0,4000,12.69,0,0.03,0,8,0,0,0,1,0
34,138000,2,14.0,2.0,25000,11.12,0,0.18,0,6,0,0,1,0,0
29,91560,2,8.0,1.0,22000,6.91,0,0.24,0,5,0,0,0,1,0
29,30000,1,4.0,3.0,7200,15.27,0,0.24,1,8,0,0,0,0,1
30,120000,1,3.0,5.0,10000,17.04,0,0.08,0,10,0,0,0,1,0
31,78000,2,1.0,3.0,20000,14.26,1,0.26,0,9,0,1,0,0,0
27,44640,1,0.0,2.0,12800,11.83,0,0.29,0,8,0,0,0,1,0
28,55640,2,9.0,3.0,5000,10.99,0,0.09,0,6,0,0,0,1,0
30,32040,1,4.0,3.0,13275,10.99,1,0.41,1,6,0,0,0,1,0
29,45000,0,8.0,2.0,8000,12.21,0,0.18,0,5,0,0,0,1,0
34,113000,1,6.0,3.0,9600,10.99,0,0.08,0,5,0,0,0,0,0
34,27000,1,3.0,2.0,2525,12.21,0,0.09,0,10,0,0,1,0,0
27,48000,1,2.0,3.0,25000,10.59,1,0.52,1,5,1,0,0,0,0
27,58000,1,5.0,1.0,5900,9.32,0,0.1,0,6,0,1,0,0,0
29,18000,1,3.0,2.0,1700,11.12,0,0.09,0,8,0,0,0,0,1
28,55704,2,12.0,1.0,8400,7.51,0,0.15,0,6,1,0,0,0,0
32,66300,2,5.0,1.0,6075,6.03,0,0.09,0,6,0,0,1,0,0
32,64000,1,1.0,2.0,10000,12.69,0,0.16,0,8,0,1,0,0,0
33,45000,1,4.0,1.0,12000,7.88,0,0.27,0,5,1,0,0,0,0
27,113000,2,7.0,4.0,20000,10.99,1,0.18,0,8,0,0,0,0,0
27,32220,1,11.0,2.0,17725,11.49,1,0.55,0,7,0,0,1,0,0
29,74100,1,3.0,3.0,4500,13.61,0,0.06,1,8,0,0,0,0,1
29,35000,1,1.0,1.0,10625,7.9,0,0.3,0,6,0,0,0,1,0
32,45000,1,3.0,3.0,3000,12.61,0,0.07,1,8,1,0,0,0,0
29,47000,1,2.0,2.0,5000,10.62,0,0.11,0,9,0,0,1,0,0
29,37920,1,2.0,3.0,12000,13.48,1,0.32,0,8,0,0,1,0,0
28,48000,0,1.0,4.0,12000,14.54,0,0.25,0,7,1,0,0,0,0
28,34000,1,7.0,2.0,9600,10.99,0,0.28,0,7,0,0,1,0,0
35,38000,1,3.0,2.0,8000,10.99,0,0.21,0,9,0,0,0,0,1
29,69996,1,0.0,2.0,2400,11.11,0,0.03,0,6,0,0,0,0,1
33,75000,2,6.0,1.0,6000,7.51,0,0.08,0,5,0,0,0,0,1
28,99996,2,6.0,1.0,10000,5.42,0,0.1,0,9,0,0,0,0,1
28,86400,2,4.0,1.0,5000,7.9,0,0.06,0,5,0,0,1,0,0
32,65000,1,3.0,1.0,3625,6.03,0,0.06,0,8,0,1,0,0,0
33,24000,1,4.0,4.0,1000,14.91,1,0.04,1,10,0,0,0,0,0
33,66000,1,2.0,4.0,6400,14.96,1,0.1,0,6,0,0,0,0,1
28,73000,2,6.0,2.0,15000,11.83,0,0.21,0,7,0,0,0,1,0
30,66000,2,4.0,1.0,12000,7.51,0,0.18,0,9,0,0,0,0,1
34,135000,2,2.0,1.0,15000,5.42,0,0.11,0,6,0,0,1,0,0
27,50000,2,0.0,1.0,4000,10.99,0,0.08,0,6,0,0,0,0,0
29,62000,1,13.0,3.0,9000,10.99,0,0.15,0,7,0,0,0,0,0
33,21000,0,1.0,2.0,7750,11.83,0,0.37,0,7,0,1,0,0,0
32,40000,2,4.0,1.0,7500,5.99,0,0.19,0,8,0,0,0,0,1
29,40000,1,2.0,4.0,7000,14.91,1,0.17,1,8,0,0,0,0,1
30,140000,2,2.0,5.0,15000,16.35,0,0.11,0,5,0,1,0,0,0
32,60000,2,16.0,1.0,6000,6.62,0,0.1,0,5,0,0,1,0,0
33,68508,1,17.0,1.0,7000,8.0,0,0.1,0,10,0,0,0,0,1
35,78000,2,9.0,1.0,10000,6.54,0,0.13,0,5,0,0,0,1,0
31,33600,2,1.0,2.0,15250,12.53,0,0.45,0,8,0,0,1,0,0
34,32000,2,12.0,1.0,2275,6.17,0,0.07,0,10,0,1,0,0,0
30,28000,1,5.0,3.0,12000,14.22,1,0.43,0,8,0,0,0,0,0
28,48000,2,4.0,2.0,3000,11.99,0,0.06,0,6,0,0,0,0,1
28,78200,2,12.0,4.0,20000,10.99,1,0.22,1,5,0,0,1,0,0
29,79200,2,4.0,1.0,8000,5.42,0,0.1,0,5,0,0,0,0,0
27,48996,1,3.0,2.0,12000,12.53,0,0.24,0,8,1,0,0,0,0
33,102996,2,4.0,1.0,6000,10.99,0,0.06,0,8,0,0,0,0,0
29,90000,2,13.0,2.0,10000,12.21,0,0.11,0,7,0,0,0,0,0
34,18000,1,0.0,2.0,1500,11.48,1,0.08,0,8,0,0,0,0,0
29,28550,1,6.0,2.0,4000,10.59,0,0.14,0,8,1,0,0,0,0
28,42000,2,4.0,2.0,10000,10.75,0,0.24,0,6,0,1,0,0,0
30,94000,2,13.0,3.0,10000,14.27,0,0.11,1,10,0,0,0,0,0
33,72000,2,0.0,2.0,6600,10.99,0,0.09,0,9,0,1,0,0,0
27,45000,1,10.0,4.0,7600,14.59,1,0.17,0,7,0,0,1,0,0
33,58800,1,10.0,2.0,3000,11.49,0,0.05,0,5,0,0,0,0,1
35,50000,1,4.0,2.0,7000,11.49,0,0.14,0,9,0,0,0,1,0
31,60000,2,5.0,6.0,19400,18.53,0,0.32,1,10,0,0,0,0,1
28,40000,1,2.0,2.0,9000,12.53,0,0.23,0,8,0,0,1,0,0
29,16800,1,9.0,4.0,2750,14.84,1,0.16,1,6,0,1,0,0,0
27,56253,1,11.0,2.0,10000,11.36,0,0.18,0,10,0,1,0,0,0
34,38000,0,1.0,1.0,10000,8.94,0,0.26,0,9,0,1,0,0,0
30,53004,1,3.0,4.0,14000,15.28,1,0.26,1,10,0,0,0,0,0
32,40100,1,3.0,3.0,7175,12.99,0,0.18,1,6,0,0,1,0,0
30,70000,2,4.0,2.0,10000,10.25,0,0.14,0,8,0,0,0,0,1
30,80000,2,2.0,3.0,6000,14.17,0,0.07,1,9,1,0,0,0,0
29,27840,1,0.0,5.0,8575,19.42,1,0.31,1,10,1,0,0,0,0
32,91800,2,13.0,4.0,8400,15.99,1,0.08,0,9,0,0,1,0,0
35,86000,0,5.0,2.0,18000,10.99,0,0.21,0,9,0,0,0,1,0
30,96000,2,7.0,1.0,8000,6.99,0,0.08,0,8,0,0,1,0,0
28,54000,1,2.0,4.0,12000,15.31,1,0.22,0,6,0,1,0,0,0
29,25000,0,5.0,3.0,10000,13.49,0,0.4,1,6,0,0,0,0,1
27,45600,2,6.0,1.0,3000,6.99,0,0.07,0,5,0,0,0,0,0
27,40000,1,4.0,4.0,10000,10.99,0,0.25,1,10,0,0,0,0,1
33,75653,1,2.0,6.0,20000,17.58,1,0.22,0,8,0,0,1,0,0
27,63844,2,11.0,1.0,20000,6.54,0,0.31,0,5,0,0,0,0,0
